Zapisana trasa
-8,5;-6,5
-8,5;-6,5
-6,88;-6,68
-6,47;-6,73
-6,4;-5,1
-5,98;-3,68
-5,67;-1,81
-5,41;-0,59
-3,57;-0,57
-3,49;0,91
-3,61;3,52
-3,54;4,85
-3,4;5,29
-4,91;5,42
-7,3;5,57
-7,3;5,57
-7,45;4,76
-7,64;3,43
-8,62;2,69
-8,61;1,66
-8,59;-1,03
-8,57;-1,33
