Zapisana trasa
8,5;8,5
8,47;8,08
8,33;5,15
8,57;2,22
8,47;-0,67
8,5;-3,62
8,53;-6,52
8,4;-8,63
7,38;-8,39
5,41;-7,22
5,61;-6,12
6,69;-3,44
6,65;-0,48
6,69;2,55
6,69;5,48
6,69;8,28
5,64;8,42
2,51;8,54
-0,35;7,71
-3,42;7,67
-6,45;7,69
-8,65;7,28
-8,32;5,69
-7,28;5,62
-4,34;5,69
-3,68;5,09
-3,46;2,13
-3,37;0,91
-1,8;0,24
-1,7;0,06
-2,43;-3,03
-2,45;-6,03
-2,16;-8,65
